,,,,,,,,
,,,,,,,,
CLICLO,Ponto,BAIRRO,OCORRÊNCIAS,Total,% ,,,
3 BI,ABRIGOS,CARRAO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ITINERARIO - AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ITINERARIO - DANIFICADO PARCIALMENTE,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,PISO - ENTORNO INADEQUADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,PISO - PODOTATIL AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - COM COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,CARRAO,VIDRO - RISCADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,COBERTURA - DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,08%",,,
3 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - COLAGEM,4,"0,32%",,,
3 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,ITINERARIO - AUSENTE,4,"0,32%",,,
3 BI,ABRIGOS,CONSOLACAO,ITINERARIO - DANIFICADO PARCIALMENTE,5,"0,41%",,,
3 BI,ABRIGOS,CONSOLACAO,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,PISO - ENTORNO INADEQUADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,PISO - PODOTATIL AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,PISO - PODOTATIL DANIFICADO,1,"0,08%",,,
3 BI,ABRIGOS,CONSOLACAO,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - COM COLAGEM,5,"0,41%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,CONSOLACAO,VIDRO - RISCADO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,COBERTURA - DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - FIAÇÃO EXPOSTA,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - LUMINÁRIA ACESA DE DIA,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ESTRUTURA ABRIGO - COLAGEM,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ESTRUTURA ABRIGO - SUJO,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,ITINERARIO - AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,ITINERARIO - DANIFICADO PARCIALMENTE,10,"0,81%",,,
3 BI,ABRIGOS,CURSINO,ITINERARIO - PICTOGRAMA DANIFICADO,2,"0,16%",,,
3 BI,ABRIGOS,CURSINO,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,PISO - ENTORNO INADEQUADO,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,PISO - PODOTATIL AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,PISO - PODOTATIL DANIFICADO,2,"0,16%",,,
3 BI,ABRIGOS,CURSINO,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - COM COLAGEM,5,"0,41%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - COM FERRUGEM,1,"0,08%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - PICHAÇÃO,6,"0,49%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - PICHAÇÃO,2,"0,16%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,CURSINO,VIDRO - RISCADO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,COBERTURA - DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - ILUMINAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,ITINERARIO - AUSENTE,9,"0,73%",,,
3 BI,ABRIGOS,IPIRANGA,ITINERARIO - DANIFICADO PARCIALMENTE,11,"0,89%",,,
3 BI,ABRIGOS,IPIRANGA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,PISO - ENTORNO INADEQUADO,1,"0,08%",,,
3 BI,ABRIGOS,IPIRANGA,PISO - PODOTATIL AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,IPIRANGA,PISO - PODOTATIL DANIFICADO,1,"0,08%",,,
3 BI,ABRIGOS,IPIRANGA,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - COM COLAGEM,3,"0,24%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,IPIRANGA,VIDRO - RISCADO,1,"0,08%",,,
3 BI,ABRIGOS,ITAIM BIBI,COBERTURA - DANIFICADA,2,"0,16%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - ILUMINAÇÃO,2,"0,16%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ELÉTRICA - LUMINÁRIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,ITINERARIO - AUSENTE,3,"0,24%",,,
3 BI,ABRIGOS,ITAIM BIBI,ITINERARIO - DANIFICADO PARCIALMENTE,9,"0,73%",,,
3 BI,ABRIGOS,ITAIM BIBI,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,PISO - ENTORNO INADEQUADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,PISO - PODOTATIL AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,ITAIM BIBI,PISO - PODOTATIL DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - COM COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - INCLINADO/BASE DANIFICADA,2,"0,16%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - RESINA,1,"0,08%",,,
3 BI,ABRIGOS,ITAIM BIBI,VIDRO - RISCADO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,COBERTURA - DANIFICADA,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - ILUMINAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA AUSENTE,2,"0,16%",,,
3 BI,ABRIGOS,LAPA,ELÉTRICA - LUMINÁRIA DANIFICADA,4,"0,32%",,,
3 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,ITINERARIO - AUSENTE,20,"1,62%",,,
3 BI,ABRIGOS,LAPA,ITINERARIO - DANIFICADO PARCIALMENTE,37,"3,00%",,,
3 BI,ABRIGOS,LAPA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,PISO - ENTORNO INADEQUADO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,PISO - PODOTATIL AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,PISO - PODOTATIL DANIFICADO,9,"0,73%",,,
3 BI,ABRIGOS,LAPA,PISO - SUJO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,TOTEM - COM COLAGEM,2,"0,16%",,,
3 BI,ABRIGOS,LAPA,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,LAPA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,LAPA,TOTEM - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,LAPA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,LAPA,VIDRO - COLAGEM,5,"0,41%",,,
3 BI,ABRIGOS,LAPA,VIDRO - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,VIDRO - QUEBRADO,2,"0,16%",,,
3 BI,ABRIGOS,LAPA,VIDRO - RESINA,1,"0,08%",,,
3 BI,ABRIGOS,LAPA,VIDRO - RISCADO,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,COBERTURA - DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - ILUMINAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,8,"0,65%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,ITINERARIO - AUSENTE,8,"0,65%",,,
3 BI,ABRIGOS,MOEMA,ITINERARIO - DANIFICADO PARCIALMENTE,9,"0,73%",,,
3 BI,ABRIGOS,MOEMA,ITINERARIO - PICTOGRAMA DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,PAINEL - SUJO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,PISO - PODOTATIL AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,PISO - PODOTATIL DANIFICADO,10,"0,81%",,,
3 BI,ABRIGOS,MOEMA,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - COM COLAGEM,3,"0,24%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - ANTEPARO AUSENTE,1,"0,08%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - COLAGEM,6,"0,49%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - QUEBRADO,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,MOEMA,VIDRO - RISCADO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,COBERTURA - DANIFICADA,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - LUMINÁRIA ACESA DE DIA,5,"0,41%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ELÉTRICA - LUMINÁRIA DANIFICADA,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,ESTRUTURA ABRIGO - BANCO PICHADO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ESTRUTURA ABRIGO - COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ESTRUTURA ABRIGO - PICHAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ESTRUTURA ABRIGO - PINTURA RISCADA/DANIFICADA,2,"0,16%",,,
3 BI,ABRIGOS,MOOCA,ESTRUTURA ABRIGO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,ITINERARIO - AUSENTE,12,"0,97%",,,
3 BI,ABRIGOS,MOOCA,ITINERARIO - DANIFICADO PARCIALMENTE,14,"1,14%",,,
3 BI,ABRIGOS,MOOCA,ITINERARIO - PICTOGRAMA DANIFICADO,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,PAINEL - SUJO,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,PISO - ENTORNO INADEQUADO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,PISO - PODOTATIL AUSENTE,4,"0,32%",,,
3 BI,ABRIGOS,MOOCA,PISO - PODOTATIL DANIFICADO,2,"0,16%",,,
3 BI,ABRIGOS,MOOCA,PISO - SUJO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - COM COLAGEM,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - COM FERRUGEM,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - INCLINADO/BASE DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - PICHAÇÃO,3,"0,24%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - RISCADO/DANIFICADO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,TOTEM - SUBSTITUIÇÃO ANTIGO,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - ANTEPARO AUSENTE,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - COLAGEM,4,"0,32%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - PICHAÇÃO,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - QUEBRADO,1,"0,08%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - RESINA,,"0,00%",,,
3 BI,ABRIGOS,MOOCA,VIDRO - RISCADO,1,"0,08%",,,
3 BI,ABRIGOS,PERDIZES,COBERTURA - DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - CAIXA ENERGIA DANIFICADA,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - CONEXÃO DE RAMAL,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - FIAÇÃO EXPOSTA,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - FIAÇÃO POSTE DESCONECTADA,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - ILUMINAÇÃO,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - LUMINÁRIA ACESA DE DIA,,"0,00%",,,
3 BI,ABRIGOS,PERDIZES,ELÉTRICA - LUMINÁRIA AUSENTE,,"0,00%",,,
