,,,,,,
,,,,,,
,Ponto,FILIAL,BAIRRO,OCORRÊNCIAS,Total,% 
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  AUSENTE,22,"1,33%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  DANIFICADO PARCIALMENTE,19,"1,15%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,ITINERARIO  PICTOGRAMA DANIFICADO,4,"0,24%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PAINEL  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PISO  ENTORNO INADEQUADO,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PISO  PODOTATIL AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  COM COLAGEM,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,PISO  SUJO,3,"0,18%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  COM FERRUGEM,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDRO  ANTEPARO AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDRO  PICHAÇÃO,2,"0,12%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDRO  RESINA,1,"0,06%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDRO  RISCADO,5,"0,30%"
,ABRIGOS,MATRIZ,ALTO DE PINHEIROS,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,COBERTURA  DANIFICADA,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,7,"0,42%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  LUMINÁRIA DANIFICADA,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ITINERARIO  AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ITINERARIO  DANIFICADO PARCIALMENTE,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PISO  PODOTATIL AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,PISO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,BARRA FUNDA,VIDROS  COLAGEM,7,"0,42%"
,ABRIGOS,MATRIZ,BOM RETIRO,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,ITINERARIO  AUSENTE,5,"0,30%"
,ABRIGOS,MATRIZ,BOM RETIRO,ITINERARIO  DANIFICADO PARCIALMENTE,2,"0,12%"
,ABRIGOS,MATRIZ,BOM RETIRO,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PAINEL  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,PISO  SUJO,1,"0,06%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDRO  ANTEPARO AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDRO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDRO  RESINA,,"0,00%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDRO  RISCADO,1,"0,06%"
,ABRIGOS,MATRIZ,BOM RETIRO,VIDROS  COLAGEM,4,"0,24%"
,ABRIGOS,MATRIZ,CONSOLACAO,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  FIAÇÃO EXPOSTA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  LUMINÁRIA ACESA DE DIA,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,ITINERARIO  AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,ITINERARIO  DANIFICADO PARCIALMENTE,4,"0,24%"
,ABRIGOS,MATRIZ,CONSOLACAO,ITINERARIO  PICTOGRAMA DANIFICADO,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,PAINEL  SUJO,2,"0,12%"
,ABRIGOS,MATRIZ,CONSOLACAO,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,PISO  ENTORNO INADEQUADO,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,PISO  PODOTATIL AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  COM COLAGEM,3,"0,18%"
,ABRIGOS,MATRIZ,CONSOLACAO,PISO  PODOTATIL DANIFICADO,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,PISO  SUJO,6,"0,36%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDRO  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDRO  RESINA,3,"0,18%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDRO  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,CONSOLACAO,VIDROS  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,COBERTURA  SUJA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  FIAÇÃO EXPOSTA,1,"0,06%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,2,"0,12%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  LUMINÁRIA AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  BANCO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ESTRUTURA ABRIGO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ITINERARIO  AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ITINERARIO  DANIFICADO PARCIALMENTE,1,"0,06%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,ITINERARIO  PICTOGRAMA DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PAINEL  INEXISTENTE,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PAINEL  VIDRO QUEBRADO,1,"0,06%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PISO  ENTORNO INADEQUADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PISO  PODOTATIL AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  COM COLAGEM,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PISO  PODOTATIL DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,PISO  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  PICHAÇÃO,1,"0,06%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDRO  ANTEPARO AUSENTE,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDRO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDRO  RESINA,,"0,00%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDRO  RISCADO,1,"0,06%"
,ABRIGOS,MATRIZ,JARDIM PAULISTA,VIDROS  COLAGEM,1,"0,06%"
,ABRIGOS,MATRIZ,LAPA,CAIXA DO PAINEL  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,COBERTURA  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,COBERTURA  SEM PLACAS,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,COBERTURA  INFILTRAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,COBERTURA  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,COBERTURA  SUJA,5,"0,30%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  CAIXA ATERRAMENTO SEM TAMPA,3,"0,18%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  CAIXA ENERGIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  FIAÇÃO POSTE DESCONECTADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  FIAÇÃO EXPOSTA,5,"0,30%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  LUMINÁRIA ACESA DE DIA,13,"0,79%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  LUMINÁRIA AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  LUMINÁRIA DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ELÉTRICA  POSTE AUXILIAR SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  BANCO PICHADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  BANCO QUEBRADO,1,"0,06%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  COLAGEM,1,"0,06%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  PINTURA RISCADA/DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  PICHAÇÃO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  SPIDER,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,ESTRUTURA ABRIGO  SUJO,3,"0,18%"
,ABRIGOS,MATRIZ,LAPA,ITINERARIO  AUSENTE,14,"0,85%"
,ABRIGOS,MATRIZ,LAPA,ITINERARIO  DANIFICADO PARCIALMENTE,38,"2,30%"
,ABRIGOS,MATRIZ,LAPA,ITINERARIO  PICTOGRAMA DANIFICADO,3,"0,18%"
,ABRIGOS,MATRIZ,LAPA,PAINEL  FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,PAINEL  SUJO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,PAINEL  ILUMINADO DE DIA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,PAINEL  INEXISTENTE,2,"0,12%"
,ABRIGOS,MATRIZ,LAPA,PAINEL  VIDRO QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,PISO  ENTORNO INADEQUADO,5,"0,30%"
,ABRIGOS,MATRIZ,LAPA,PISO  PODOTATIL AUSENTE,2,"0,12%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  COM COLAGEM,8,"0,48%"
,ABRIGOS,MATRIZ,LAPA,PISO  PODOTATIL DANIFICADO,7,"0,42%"
,ABRIGOS,MATRIZ,LAPA,PISO  SUJO,18,"1,09%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  COM FERRUGEM,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  INCLINADO/BASE DANIFICADA,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  INEXISTENTE/SUPRIMIDO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  PICHAÇÃO,3,"0,18%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  RISCADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,TOTEM  RISCADO/DANIFICADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,VIDRO  QUEBRADO,,"0,00%"
,ABRIGOS,MATRIZ,LAPA,VIDRO  ANTEPARO AUSENTE,1,"0,06%"
,ABRIGOS,MATRIZ,LAPA,VIDRO  PICHAÇÃO,4,"0,24%"
